,sketch_id,game_id,animal,cardinality,trial_num,condition,block,clfScore_animal,clfScore_cardinality
637,3880-3184be49-687c-4cc1-ae09-d4fed1a8f5a8_rabbit_6_20_shape_rabbit_6_046,3880-3184be49-687c-4cc1-ae09-d4fed1a8f5a8,rabbit,6,20.0,shape,3.0,rabbit,4
638,3880-3184be49-687c-4cc1-ae09-d4fed1a8f5a8_rabbit_7_28_shape_rabbit_7_097,3880-3184be49-687c-4cc1-ae09-d4fed1a8f5a8,rabbit,7,28.0,shape,4.0,rabbit,6
639,3880-3184be49-687c-4cc1-ae09-d4fed1a8f5a8_rabbit_8_1_shape_rabbit_8_011,3880-3184be49-687c-4cc1-ae09-d4fed1a8f5a8,rabbit,8,1.0,shape,1.0,owl,3
640,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_1_13_number_bear_1_042,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,1,13.0,number,2.0,rabbit,1
641,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_2_28_number_bear_2_088,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,2,28.0,number,4.0,rabbit,2
642,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_3_5_number_bear_3_053,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,3,5.0,number,1.0,bear,3
643,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_4_17_number_bear_4_003,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,4,17.0,number,3.0,owl,3
644,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_5_12_number_bear_5_010,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,5,12.0,number,2.0,bear,6
645,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_6_21_number_bear_6_029,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,6,21.0,number,3.0,bear,4
646,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_7_31_number_bear_7_011,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,7,31.0,number,4.0,rabbit,8
647,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_bear_8_2_number_bear_8_011,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,bear,8,2.0,number,1.0,rabbit,7
648,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_1_3_number_deer_1_054,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,1,3.0,number,1.0,deer,1
649,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_2_10_number_deer_2_050,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,2,10.0,number,2.0,deer,2
650,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_3_20_number_deer_3_034,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,3,20.0,number,3.0,bear,6
651,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_4_29_number_deer_4_064,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,4,29.0,number,4.0,rabbit,2
652,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_5_6_number_deer_5_048,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,5,6.0,number,1.0,bear,8
653,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_6_25_number_deer_6_025,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,6,25.0,number,4.0,owl,4
654,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_7_14_number_deer_7_062,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,7,14.0,number,2.0,rabbit,6
655,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_deer_8_24_number_deer_8_032,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,deer,8,24.0,number,3.0,bear,1
656,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_1_18_number_owl_1_089,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,1,18.0,number,3.0,rabbit,1
657,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_2_4_number_owl_2_057,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,2,4.0,number,1.0,rabbit,2
658,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_3_26_number_owl_3_005,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,3,26.0,number,4.0,owl,2
659,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_4_9_number_owl_4_034,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,4,9.0,number,2.0,bear,1
660,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_5_23_number_owl_5_069,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,5,23.0,number,3.0,owl,2
661,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_6_16_number_owl_6_004,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,6,16.0,number,2.0,owl,1
662,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_7_8_number_owl_7_047,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,7,8.0,number,1.0,deer,8
663,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_owl_8_32_number_owl_8_008,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,owl,8,32.0,number,4.0,bear,6
664,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_1_30_number_rabbit_1_008,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,1,30.0,number,4.0,owl,1
665,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_2_22_number_rabbit_2_086,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,2,22.0,number,3.0,rabbit,1
666,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_3_11_number_rabbit_3_058,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,3,11.0,number,2.0,rabbit,4
667,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_4_7_number_rabbit_4_048,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,4,7.0,number,1.0,deer,1
668,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_5_27_number_rabbit_5_017,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,5,27.0,number,4.0,rabbit,1
669,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_6_1_number_rabbit_6_010,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,6,1.0,number,1.0,owl,8
670,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_7_19_number_rabbit_7_072,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,7,19.0,number,3.0,owl,2
671,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab_rabbit_8_15_number_rabbit_8_073,4399-a6cebf27-430e-4f06-95e8-8073905aa3ab,rabbit,8,15.0,number,2.0,owl,8
672,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_1_27_number_bear_1_043,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,1,27.0,number,4.0,deer,2
673,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_2_24_number_bear_2_032,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,2,24.0,number,3.0,owl,2
674,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_3_18_number_bear_3_011,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,3,18.0,number,3.0,bear,4
675,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_4_4_number_bear_4_069,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,4,4.0,number,1.0,bear,4
676,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_5_12_number_bear_5_032,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,5,12.0,number,2.0,deer,6
677,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_6_30_number_bear_6_078,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,6,30.0,number,4.0,rabbit,6
678,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_7_5_number_bear_7_027,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,7,5.0,number,1.0,rabbit,8
679,4423-063641e5-72aa-4053-bef9-3789d566fab3_bear_8_15_number_bear_8_081,4423-063641e5-72aa-4053-bef9-3789d566fab3,bear,8,15.0,number,2.0,deer,8
680,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_1_11_number_deer_1_064,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,1,11.0,number,2.0,rabbit,2
681,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_2_8_number_deer_2_062,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,2,8.0,number,1.0,rabbit,2
682,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_3_3_number_deer_3_044,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,3,3.0,number,1.0,rabbit,3
683,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_4_21_number_deer_4_072,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,4,21.0,number,3.0,rabbit,4
684,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_5_29_number_deer_5_005,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,5,29.0,number,4.0,deer,8
685,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_6_13_number_deer_6_031,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,6,13.0,number,2.0,deer,8
686,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_7_17_number_deer_7_032,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,7,17.0,number,3.0,owl,7
687,4423-063641e5-72aa-4053-bef9-3789d566fab3_deer_8_26_number_deer_8_016,4423-063641e5-72aa-4053-bef9-3789d566fab3,deer,8,26.0,number,4.0,rabbit,8
688,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_1_1_number_owl_1_090,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,1,1.0,number,1.0,owl,1
689,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_2_32_number_owl_2_086,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,2,32.0,number,4.0,bear,5
690,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_3_25_number_owl_3_043,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,3,25.0,number,4.0,bear,6
691,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_4_9_number_owl_4_050,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,4,9.0,number,2.0,owl,4
692,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_5_22_number_owl_5_050,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,5,22.0,number,3.0,deer,7
693,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_6_7_number_owl_6_065,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,6,7.0,number,1.0,rabbit,6
694,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_7_16_number_owl_7_051,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,7,16.0,number,2.0,owl,7
695,4423-063641e5-72aa-4053-bef9-3789d566fab3_owl_8_19_number_owl_8_097,4423-063641e5-72aa-4053-bef9-3789d566fab3,owl,8,19.0,number,3.0,rabbit,8
696,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_1_20_number_rabbit_1_086,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,1,20.0,number,3.0,owl,1
697,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_2_10_number_rabbit_2_069,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,2,10.0,number,2.0,owl,1
698,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_3_14_number_rabbit_3_036,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,3,14.0,number,2.0,bear,6
699,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_4_28_number_rabbit_4_094,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,4,28.0,number,4.0,bear,4
700,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_5_2_number_rabbit_5_050,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,5,2.0,number,1.0,rabbit,5
701,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_6_23_number_rabbit_6_032,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,6,23.0,number,3.0,owl,7
702,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_7_31_number_rabbit_7_061,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,7,31.0,number,4.0,rabbit,7
703,4423-063641e5-72aa-4053-bef9-3789d566fab3_rabbit_8_6_number_rabbit_8_012,4423-063641e5-72aa-4053-bef9-3789d566fab3,rabbit,8,6.0,number,1.0,deer,7
704,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_1_19_shape_bear_1_068,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,1,19.0,shape,3.0,rabbit,2
705,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_2_16_shape_bear_2_076,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,2,16.0,shape,2.0,bear,3
706,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_3_29_shape_bear_3_010,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,3,29.0,shape,4.0,bear,1
707,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_4_5_shape_bear_4_019,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,4,5.0,shape,1.0,rabbit,5
708,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_5_23_shape_bear_5_024,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,5,23.0,shape,3.0,bear,2
709,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_6_10_shape_bear_6_075,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,6,10.0,shape,2.0,bear,3
710,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_7_3_shape_bear_7_029,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,7,3.0,shape,1.0,rabbit,1
711,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_bear_8_26_shape_bear_8_038,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,bear,8,26.0,shape,4.0,bear,1
712,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_1_9_shape_deer_1_097,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,1,9.0,shape,2.0,rabbit,8
713,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_2_20_shape_deer_2_035,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,2,20.0,shape,3.0,rabbit,8
714,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_3_1_shape_deer_3_010,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,3,1.0,shape,1.0,deer,6
715,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_4_30_shape_deer_4_034,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,4,30.0,shape,4.0,deer,8
716,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_5_15_shape_deer_5_000,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,5,15.0,shape,2.0,deer,8
717,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_6_21_shape_deer_6_040,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,6,21.0,shape,3.0,owl,7
718,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_7_25_shape_deer_7_002,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,7,25.0,shape,4.0,deer,7
719,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_deer_8_6_shape_deer_8_012,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,deer,8,6.0,shape,1.0,deer,1
720,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_1_27_shape_owl_1_077,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,1,27.0,shape,4.0,rabbit,2
721,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_2_2_shape_owl_2_054,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,2,2.0,shape,1.0,deer,1
722,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_3_12_shape_owl_3_013,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,3,12.0,shape,2.0,deer,7
723,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_4_18_shape_owl_4_069,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,4,18.0,shape,3.0,owl,6
724,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_5_31_shape_owl_5_089,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,5,31.0,shape,4.0,owl,1
725,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_6_7_shape_owl_6_009,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,6,7.0,shape,1.0,owl,2
726,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_7_24_shape_owl_7_054,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,7,24.0,shape,3.0,owl,3
727,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_owl_8_14_shape_owl_8_066,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,owl,8,14.0,shape,2.0,owl,8
728,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_1_8_shape_rabbit_1_021,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,1,8.0,shape,1.0,rabbit,2
729,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_2_28_shape_rabbit_2_016,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,2,28.0,shape,4.0,rabbit,2
730,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_3_22_shape_rabbit_3_055,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,3,22.0,shape,3.0,rabbit,3
731,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_4_11_shape_rabbit_4_004,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,4,11.0,shape,2.0,rabbit,3
732,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_5_4_shape_rabbit_5_033,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,5,4.0,shape,1.0,rabbit,4
733,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_6_32_shape_rabbit_6_002,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,6,32.0,shape,4.0,rabbit,2
734,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_7_13_shape_rabbit_7_062,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,7,13.0,shape,2.0,rabbit,2
735,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda_rabbit_8_17_shape_rabbit_8_032,4519-b216a97b-35fc-44c9-a9ed-8edaad42ccda,rabbit,8,17.0,shape,3.0,rabbit,5
736,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_1_20_number_bear_1_016,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,1,20.0,number,3.0,owl,3
737,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_2_26_number_bear_2_096,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,2,26.0,number,4.0,rabbit,1
738,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_3_1_number_bear_3_048,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,3,1.0,number,1.0,deer,4
739,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_4_30_number_bear_4_089,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,4,30.0,number,4.0,rabbit,3
740,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_5_22_number_bear_5_019,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,5,22.0,number,3.0,bear,3
741,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_6_12_number_bear_6_079,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,6,12.0,number,2.0,bear,3
742,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_7_15_number_bear_7_092,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,7,15.0,number,2.0,rabbit,6
743,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_bear_8_6_number_bear_8_079,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,bear,8,6.0,number,1.0,bear,3
744,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_1_28_number_deer_1_034,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,1,28.0,number,4.0,owl,1
745,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_2_9_number_deer_2_070,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,2,9.0,number,2.0,deer,2
746,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_3_17_number_deer_3_030,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,3,17.0,number,3.0,deer,1
747,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_4_16_number_deer_4_032,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,4,16.0,number,2.0,bear,7
748,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_5_32_number_deer_5_050,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,5,32.0,number,4.0,deer,5
749,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_6_8_number_deer_6_004,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,6,8.0,number,1.0,bear,5
750,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_7_2_number_deer_7_030,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,7,2.0,number,1.0,rabbit,8
751,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_deer_8_23_number_deer_8_062,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,deer,8,23.0,number,3.0,deer,8
752,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_1_5_number_owl_1_007,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,1,5.0,number,1.0,owl,1
753,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_2_24_number_owl_2_049,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,2,24.0,number,3.0,deer,3
754,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_3_10_number_owl_3_089,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,3,10.0,number,2.0,owl,2
755,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_4_18_number_owl_4_075,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,4,18.0,number,3.0,owl,3
756,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_5_4_number_owl_5_062,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,5,4.0,number,1.0,owl,8
757,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_6_29_number_owl_6_021,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,6,29.0,number,4.0,owl,7
758,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_7_27_number_owl_7_056,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,7,27.0,number,4.0,deer,6
759,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_owl_8_14_number_owl_8_097,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,owl,8,14.0,number,2.0,deer,3
760,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_1_13_number_rabbit_1_086,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,1,13.0,number,2.0,owl,1
761,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_2_3_number_rabbit_2_030,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,2,3.0,number,1.0,deer,1
762,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_3_31_number_rabbit_3_063,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,3,31.0,number,4.0,owl,1
763,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_4_7_number_rabbit_4_055,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,4,7.0,number,1.0,deer,1
764,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_5_11_number_rabbit_5_063,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,5,11.0,number,2.0,deer,2
765,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_6_19_number_rabbit_6_098,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,6,19.0,number,3.0,owl,5
766,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_7_21_number_rabbit_7_022,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,7,21.0,number,3.0,rabbit,6
767,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338_rabbit_8_25_number_rabbit_8_049,4620-6c2e80e0-4384-44fa-94cb-365ad3f70338,rabbit,8,25.0,number,4.0,rabbit,7
768,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_1_4_number_bear_1_074,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,1,4.0,number,1.0,deer,2
769,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_2_21_number_bear_2_091,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,2,21.0,number,3.0,owl,2
770,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_3_28_number_bear_3_004,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,3,28.0,number,4.0,deer,2
771,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_4_31_number_bear_4_008,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,4,31.0,number,4.0,deer,2
772,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_5_7_number_bear_5_082,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,5,7.0,number,1.0,bear,2
773,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_6_10_number_bear_6_072,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,6,10.0,number,2.0,owl,4
774,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_7_13_number_bear_7_035,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,7,13.0,number,2.0,deer,8
775,4883-809f3003-8522-4324-aaed-db25f45f98ff_bear_8_17_number_bear_8_088,4883-809f3003-8522-4324-aaed-db25f45f98ff,bear,8,17.0,number,3.0,rabbit,3
776,4883-809f3003-8522-4324-aaed-db25f45f98ff_deer_1_25_number_deer_1_089,4883-809f3003-8522-4324-aaed-db25f45f98ff,deer,1,25.0,number,4.0,rabbit,1
